carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,3007.7377931314386
0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,187.14219131352138
0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,223.31470797151496
1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,9787.717748364865
1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,5679.696001871865
1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,5388.808592453899
1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,5430.435711711419
1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,5612.303145770731
0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,3169.294092946662
0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,0.32258003935203305
0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1100.426688055597
0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,394.2729368317773
1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,5892.281349989647
0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,15.681537068587204
1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,7402.197197212219
1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,5685.150604471391
1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,7454.231096284119
1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,5861.563435931178
1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,9917.048857967608
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,197.54897112790013
0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,980.4975074978938
0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,243.62584221560428
1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,5456.201448555033
0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,264.4394018443645
0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,897.7456943675252
0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,632.6240217931736
1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,9885.828518524468
1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,8257.490766898203
0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,623.2220927481344
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,16850.618383493376
0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,1597.4399922224798
0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,2640.5580239519695
0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,2111.319529572608
0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,446.30683590367744
0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,3283.26624552017
1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,9533.505280989564
1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,5362.540430225614
1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,9086.013748971229
0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,3683.1736302967893
0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,1602.8945948220048
0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,555.3268112623305
0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,2541.4424030230257
0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,1317.461788003564
1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,5893.286200758988
1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,5435.387888926273
0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,4631.62579292752
1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,9533.505280989564
1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,5940.367922616032
0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,83.07439316972204
1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,10415.06701290383
0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,876.9321347387659
0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,1115.7856450848321
0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,3158.8873131322816
0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,389.8231850015932
0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,3454.224474380432
0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,254.53504741465485
0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,-206.808165478903
1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,5679.696001871865
0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,908.1524741819057
0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,1749.0919376079937
0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,312.02354908607913
1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,5430.435711711419
0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,4746.100370885698
1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,5565.2214239136865
0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,503.29291219043125
0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,-0.17984534531751706
0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,2784.2432398146057
1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,11250.049448345722
1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,11659.861187552051
0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,461.6657929329117
1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,10017.169329665892
0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,5015.6717952902345
0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,321.9279035157888
1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,5928.453866647641
0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,3527.0719330810907
0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,4056.8128528451243
0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,519.656719989006
0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,4040.4490450465482
0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,202.50114834275564
0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,15.681537068587204
0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,3148.480533317902
1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,9174.22016470112
0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,114.29473261286194
0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,1711.9145701806578
0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,3678.2214530819347
0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,3320.9460383321757
0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,181.6875887139954
0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,3272.85946570579
0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,1509.233576492586
0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,4414.088267594884
0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1680.6942307375189
2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,13626.670495837998
1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,11545.386609593874
0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,3002.785615916584
0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,3127.6669736891417
0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,130.65854041143712
0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,316.97572630093464
1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,9310.01072767273
0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,4818.947829586357
0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,850.6639725104806
1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,5825.893344657853
0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,5167.323740675749
1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,6235.202658479513
2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,14870.459819716882
1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,9673.745595791355
0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,83.07439316972204
0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,4485.930875526202
0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,965.1385504686596
1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,10390.306126829557
0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,4714.880031442559
1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,6726.258934662198
1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,6914.585822090376
0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,26.088316882967774
0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,928.9660338106651
0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,-367.86203990945614
0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,3449.774722550248
0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,92.97874759943079
0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,4362.054368522984
0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,3096.4466342460028
0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1945.81590331187
0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,861.0707523248602
1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,5970.0809859051615
0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,3241.6391262626503
1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,9798.124528179243
0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3698.5325873260235
1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,5726.77772372891
1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,5118.232317280022
2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,13636.574850267709
0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,67.21301075581732
0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,192.09436852837598
2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,16587.00398707304
0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,4724.784385872269
0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,819.4436330673407
0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,814.9938812371565
1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,10860.548843383483
0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,4766.913930514458
0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,902.1954461977102
0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,3543.9381662643364
0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,1670.2874509231392
0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,658.3897586367884
0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,4818.947829586357
0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,3593.9623637975546
1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,6572.166938985183
0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,939.3728136250456
0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,1607.8467720368594
1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,4977.489577093559
0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,1779.3074262817918
0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,913.1046513967603
1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,6069.196606834104
2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,13334.778235650692
0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,4818.947829586357
0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,2796.1572957829976
1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,7183.654821110242
1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,7930.430840822241
2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,14714.358122501182
1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,5420.028931897038
0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1914.0931384840605
2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,15165.79698096503
1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,6441.830978613098
0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,2557.3037854369304
0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,4423.490196639922
0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,679.7057436502191
0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,700.016877894308
0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,2406.656690820758
1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,9153.909030457033
1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,7375.426609599264
1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,5768.404842986429
0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,4201.5029194771005
1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,9574.629974862413
0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,3184.6530499758965
0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,523.6040464345206
0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,3542.9333154949954
0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,4071.1669591050177
0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3599.91939178175
0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,1001.3110671266531
0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,4974.044676032715
0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,3595.469639951566
0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,-5.132022560172118
0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,757.0029541810618
0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1120.7378222996877
2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,15140.031244121417
0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,4258.488995763856
1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,6530.539819727664
0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,451.76143850320204
0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,-15.538802374550869
0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3210.921212204181
1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,5721.825546514055
0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1068.7039232277884
1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,5518.642127441312
0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,3788.2462792099286
1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,6416.0652417694855
0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,3220.825566633891
0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,3247.0937288621762
0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,1758.4938666530325
0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,223.81713335618542
0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,467.12039553243585
0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,244.1282676002752
1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,5331.320090782474
0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,2225.291682146115
0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,4465.1173158974425
0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,-196.90381104919288
0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,913.1046513967603
1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,5404.167549483133
1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,4883.828558764139
0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,710.9260830933581
1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,6401.20871012492
1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,5466.608228369413
0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,1027.5792293549375
1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,9559.773443217848
1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,7323.8951359120365
0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1670.2874509231392
0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,3371.4726612500635
0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,933.4157856408492
1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,10067.695952583781
0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,1753.0392640535074
0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2551.346757452736
0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,363.0525973886374
2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,14113.277020190502
1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,5720.820695744714
1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,8299.117886155724
1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,5897.233527204502
1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,5524.0967300408365
0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,3044.4127351741026
0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,773.366761979637
0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,559.7765630925142
0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,3962.1469837463637
0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,4808.541049771978
0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,2784.2432398146057
0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1001.3110671266531
1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,7396.742594612696
0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,275.3486070434142
1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,6156.9005971793285
0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,985.4496847127484
1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,9486.925984517187
0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,731.7396427221183
0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,3256.9980832918855
1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,5570.676026513212
0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,762.4575567805878
1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,9979.489536853886
1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,7853.133630291398
0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,-394.1302021377405
0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,295.6597412875044
0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,934.4206364101901
0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,902.6978715823798
0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1742.6324842391277
1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,7448.274068299924
0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,3319.941187562835
0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,440.85223330415147
0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,1743.1349096237986
0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,1758.9962920377034
0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4678.205089399894
0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,254.53504741465485
1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,6275.824926967691
2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,14663.329074198624
1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,7189.611849094438
0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,435.90005608929687
0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,1945.3134779271995
0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,482.981777946341
1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,7749.56825753227
0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1317.461788003564
1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7516.671775170398
1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,11478.496178877409
0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1680.1918053528489
0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,664.849212005654
1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,9205.942929528932
2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,13750.547002841218
0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,83.07439316972204
0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,2158.401251429653
0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,3158.8873131322816
0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,2008.2565821981498
0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,369.00962537283385
0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,-41.30453921816661
1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,7157.889084266628
1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,7499.8055419871525
0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,685.1603462497433
1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5705.96416410015
0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,3719.3461469547838
0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2199.0235199178305
1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,11581.559126251868
0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,3527.0719330810907
1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,6141.541640150094
0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1116.2880704695026
0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,255.53989818399577
0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3132.6191509039973
0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,2349.670614534003
1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,5861.061010546507
0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,321.9279035157888
0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3226.280169233416
1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,5477.015008183793
0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,311.5211237014082
0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,4475.524095711821
0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,3428.4587375368174
1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,5772.854594816613
0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,1628.6603316656197
0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,2079.596764744797
1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,5492.373965213028
0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,892.2910917680001
0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,985.4496847127484
1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,6556.305556571276
0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,362.04774661929787
1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,5409.622152082658
0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,2028.065291057569
1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,6545.396351372226
0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,4045.9036476460733
1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,7780.788596975409
0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3423.5065603219628
0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,239.1760903854206
0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,2920.0338027862153
0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1868.0162673963564
1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,6923.987751135415
0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,668.796538451169
1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,9413.07367504719
0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,3859.5864617565776
0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,1104.876439885782
0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,5234.716596776882
1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,5820.438742058329
0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,3780.2795496870503
0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,923.5114312111391
0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,1115.2832197001617
0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,2038.4720708719487
0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,-243.48310752156794
0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,778.3189391944916
0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,2461.6330655688307
1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,6976.021650207314
2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,13366.501000478502
0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,1872.466019226541
